Method,"X(mean 100, var 10)","Y(mean 110, var 15)","X(mean = 1, var =2)","Y (mean = 3, var = 1.4)","X(mean = 0.54, var = 0.019)","Y(mean = 0.7, var = 0.016)"
Difference Sampling,105.0222811,114.6826727,0.45,1.94,0.627231403,0.713509161
Difference Sampling,99.49140306,108.2052443,1.16,2.99,0.488525244,0.708418332
Difference Sampling,96.67194795,105.2198291,-0.39,1.91,0.368742771,0.573808541
Difference Sampling,98.67223399,106.8760066,2.10,3.70,0.386049206,0.546100655
Difference Sampling,96.54549351,104.9282326,1.51,3.09,0.601318966,0.84555384
Difference Sampling,100.5466681,109.9159927,-0.42,1.24,0.346705716,0.51615294
Difference Sampling,97.55531054,106.8244869,0.01,2.04,0.446184935,0.606890723
Difference Sampling,103.543841,114.7508073,-0.19,2.75,0.78851786,0.851624683
Difference Sampling,103.0397098,110.7834678,-0.15,2.85,0.410094033,0.464193894
Difference Sampling,94.72406387,103.8981085,2.10,3.13,0.340490829,0.632238562
Difference Sampling,95.78078143,106.5905209,-0.60,1.05,0.439597586,0.720977538
Difference Sampling,101.6640511,112.9499424,1.30,2.64,0.665872565,0.766429903
Difference Sampling,97.6837566,106.9457816,4.18,5.30,0.508620962,0.731771453
Difference Sampling,93.71492952,103.5388213,3.12,4.98,0.628754408,0.779601938
Difference Sampling,96.57231617,113.2564511,-2.12,3.35,0.733121249,0.880963074
Difference Sampling,102.316199,112.3193615,-0.24,2.57,0.782184485,0.869517173
Difference Sampling,100.1765057,108.9689354,-0.63,1.52,0.586400511,0.732396875
Difference Sampling,92.83069983,100.9767209,2.11,4.50,0.515944861,0.794908022
Difference Sampling,101.7274345,112.7080263,1.77,2.79,0.593068049,0.819884279
Difference Sampling,104.4797035,118.7050585,1.80,4.31,0.610135386,0.768726691
Difference Sampling,102.8892083,112.2912237,0.66,2.51,0.53898367,0.667860177
Difference Sampling,99.31467842,110.2354353,1.21,4.01,0.477278782,0.786070064
Difference Sampling,104.7067828,116.3473662,0.87,2.47,0.320761812,0.502635061
Difference Sampling,98.90597482,109.2389199,-0.66,1.19,0.686072003,0.824562438
Difference Sampling,99.93275556,111.9702536,1.94,4.93,0.283762654,0.612183616
Difference Sampling,93.314572,102.1597656,0.98,2.34,0.520503707,0.711058392
Difference Sampling,94.86237678,104.9470754,2.99,4.94,0.492816849,0.737491677
Difference Sampling,104.2232767,115.9735091,1.64,2.93,0.426076608,0.607469934
Difference Sampling,105.4082521,115.0181257,0.25,2.22,0.645946378,0.757355544
Difference Sampling,104.1712367,112.4607473,2.19,4.66,0.670845611,0.805041389
Difference Sampling,96.1553007,104.8773714,0.57,1.31,0.68945205,0.871435935
Difference Sampling,96.56548317,107.3065906,0.63,2.13,0.756039642,0.922853203
Difference Sampling,96.49283187,104.7638835,1.29,2.99,0.650395598,0.800611358
Difference Sampling,98.06172522,107.9742257,2.95,3.77,0.7409892,0.820335348
Difference Sampling,102.1907166,112.2367268,-0.54,2.38,0.731016059,0.813761972
Difference Sampling,102.0544464,111.2463888,0.43,1.64,0.359677184,0.53748111
Difference Sampling,97.40562858,103.7819504,0.07,0.99,0.429375676,0.690009605
Difference Sampling,98.87424356,108.4613014,0.33,2.42,0.682651804,0.880198594
Difference Sampling,102.8844658,116.121091,0.00,2.45,0.498913921,0.749880871
Difference Sampling,98.39896559,108.2946243,2.55,4.34,0.633010327,0.744180994
Difference Sampling,99.66665427,108.5407958,-0.78,1.15,0.401007146,0.635155092
Difference Sampling,102.3324507,112.1207585,1.74,3.01,0.189252289,0.365071253
Difference Sampling,98.92220687,105.4550427,1.09,2.18,0.570618746,0.741317462
Difference Sampling,102.2074792,110.1891001,-0.37,2.15,0.485886987,0.717382867
Difference Sampling,103.7172505,112.8544892,1.46,3.88,0.409568382,0.577876819
Difference Sampling,98.82586067,107.1673628,-0.09,1.87,0.540663946,0.678072903
Difference Sampling,106.0621582,116.9641837,3.96,5.84,0.518419205,0.598443876
Difference Sampling,104.3110608,112.8780723,0.19,2.00,0.480470735,0.760659141
Difference Sampling,101.1113645,110.4677766,-0.06,2.33,0.75294189,0.892488989
Difference Sampling,100.7419712,110.9612768,1.49,3.84,0.397918021,0.682401101
Difference Sampling,100.5894858,110.2493191,1.94,3.72,0.765532389,0.863952211
Difference Sampling,96.45430736,104.8009767,-0.47,2.37,0.595897491,0.730070452
Difference Sampling,98.897008,108.8791634,3.12,4.44,0.671798874,0.857248251
Difference Sampling,102.5347607,112.4309679,1.71,3.55,0.571823139,0.732389858
Difference Sampling,102.9723396,112.761208,0.43,2.78,0.498319735,0.644151486
Difference Sampling,97.67104425,105.2081424,1.69,3.41,0.61872866,0.791036818
Difference Sampling,102.1743004,110.7164122,0.64,2.72,0.615724426,0.752367742
Difference Sampling,100.2849766,110.7472337,1.76,4.83,0.42837901,0.581850018
Difference Sampling,96.37099761,106.7827697,-0.75,2.98,0.438040834,0.580173834
Difference Sampling,98.01447578,108.4961021,1.68,5.19,0.427217362,0.66900596
Difference Sampling,101.1333842,111.4127563,0.55,3.98,0.586524765,0.73283145
Difference Sampling,92.61619242,100.9077885,-0.22,0.72,0.528629582,0.66389164
Difference Sampling,96.08083652,104.7514544,0.23,1.70,0.298993744,0.396875301
Difference Sampling,97.97931066,106.9843629,1.64,3.01,0.724156873,0.782866152
Difference Sampling,95.95330764,105.9607322,-0.85,3.09,0.338263403,0.497732872
Difference Sampling,99.37556034,109.4198784,1.35,3.43,0.42101062,0.662207758
Difference Sampling,102.493472,111.5823573,-0.68,1.67,0.528889202,0.695480002
Difference Sampling,102.8708344,113.6793396,1.22,2.69,0.540559257,0.653339581
Difference Sampling,103.8769898,113.7135519,-0.79,1.94,0.633091658,0.875749869
Difference Sampling,101.7700743,112.8413219,2.07,3.94,0.429193335,0.627213368
Difference Sampling,99.89861234,107.6151633,1.08,2.32,0.335369175,0.485835005
Difference Sampling,101.1056681,113.7900349,2.69,4.19,0.557529138,0.690907238
Difference Sampling,100.9911597,110.0173909,-0.75,1.14,0.717079245,0.869467482
Difference Sampling,95.28564759,107.0522104,2.18,5.25,0.484389285,0.697437412
Difference Sampling,104.6774648,117.6994386,4.11,5.39,0.597647796,0.747936052
Difference Sampling,102.5401197,112.1758952,-0.19,1.97,0.484775327,0.616306826
Difference Sampling,99.27236645,111.8950389,0.26,1.89,0.438558065,0.681577616
Difference Sampling,97.1396249,108.7488121,-1.26,1.00,0.459560588,0.623670668
Difference Sampling,102.1060555,111.6224929,0.35,2.50,0.773172346,0.92422725
Difference Sampling,102.465033,111.1690752,-0.60,2.25,0.658061209,0.766051149
Difference Sampling,108.3983912,121.1443727,0.93,3.56,0.453023157,0.568664915
Difference Sampling,98.11903994,106.7216669,0.54,2.90,0.619990703,0.769310058
Difference Sampling,98.75639077,106.9940486,2.24,3.56,0.485762246,0.693333959
Difference Sampling,101.7394293,113.4283876,0.57,2.36,0.387669994,0.540666711
Difference Sampling,98.5509746,109.1939107,-0.13,3.15,0.715210076,0.858441561
Difference Sampling,101.7456448,110.0119939,1.84,3.65,0.608662782,0.808038855
Difference Sampling,102.4758055,111.5946873,0.12,3.07,0.664735539,0.818032601
Difference Sampling,99.31473598,106.7825149,4.32,5.45,0.668798661,0.781494598
Difference Sampling,99.26128529,108.178846,0.43,1.96,0.58368412,0.833961823
Difference Sampling,100.4487636,113.2430377,-0.59,1.63,0.580438303,0.723347124
Difference Sampling,101.0724769,111.8681742,-0.75,1.31,0.526559443,0.664227434
Difference Sampling,96.03579705,107.1655152,-0.28,1.77,0.628548449,0.792188602
Difference Sampling,98.65035312,108.3847792,1.91,3.79,0.562262557,0.698944167
Difference Sampling,98.9957077,109.9678377,4.31,6.40,0.451525729,0.668287936
Difference Sampling,100.5001157,108.116023,2.02,3.59,0.652740755,0.767217237
Difference Sampling,98.96447295,109.5933319,-0.90,2.34,0.535427174,0.788837863
Difference Sampling,105.9986999,116.6113204,1.84,3.37,0.35334525,0.498798947
Difference Sampling,96.60013533,107.1806818,3.08,4.31,0.378888907,0.630817132
Difference Sampling,101.125701,111.2151489,-0.35,1.03,0.67426304,0.811940669
Difference Sampling,99.2422147,111.6967489,2.77,3.80,0.626716872,0.741733523
Difference Sampling,98.23789722,107.2142084,2.69,3.53,0.738787994,0.908109656
Difference Sampling,100.682224,111.1728435,0.10,1.54,0.637699522,0.781693108
Difference Sampling,97.136747,105.1610379,-1.86,0.72,0.494982036,0.743712204
Difference Sampling,102.7068755,112.8748164,-0.36,1.52,0.388283459,0.610700706
Difference Sampling,96.80586512,108.7038418,3.52,4.15,0.446035324,0.682160528
Difference Sampling,96.52148915,105.1585451,2.57,5.06,0.376656318,0.626529501
Difference Sampling,97.74994398,107.6355994,-2.81,-0.76,0.789122086,0.934522185
Difference Sampling,97.66012335,106.2379878,2.64,5.35,0.641109808,0.796239546
Difference Sampling,102.4816289,109.9472718,1.90,2.75,0.633103085,0.850589575
Difference Sampling,97.29638923,107.0388784,2.56,2.92,0.459478087,0.542605808
Difference Sampling,103.3677819,113.6561678,1.81,3.37,0.612664256,0.693154137
Difference Sampling,100.4303437,108.2155176,0.38,4.74,0.560216992,0.780083789
Difference Sampling,102.2557545,112.6236235,-0.66,1.79,0.413961452,0.525668894
Difference Sampling,100.9228163,110.803362,0.77,2.56,0.470193065,0.776714146
Difference Sampling,92.3470386,100.8323993,-0.39,1.60,0.643385074,0.846087453
Difference Sampling,100.5759597,108.3154711,-2.03,-0.32,0.301751076,0.42649029
Difference Sampling,101.0680209,111.6761078,1.68,4.40,0.501810512,0.605352477
Difference Sampling,100.0829427,111.6443584,2.34,3.73,0.474249204,0.65906388
Difference Sampling,99.8720919,105.4285777,1.22,2.90,0.496578444,0.626630617
Difference Sampling,101.1355942,108.1217805,0.37,1.89,0.61258646,0.791853657
Difference Sampling,99.8751091,110.9465219,-0.18,0.95,0.315939394,0.525150302
Difference Sampling,97.34187102,104.5772681,1.06,1.91,0.614410675,0.73426768
Difference Sampling,100.6495432,110.1049187,-0.01,3.29,0.218583794,0.430574197
Difference Sampling,100.1612277,114.684633,0.25,3.70,0.496498604,0.702309651
Difference Sampling,96.84439735,105.534029,2.94,5.64,0.48147599,0.637821288
Difference Sampling,100.5753667,111.9600898,1.42,2.69,0.665475358,0.734299059
Difference Sampling,100.7081553,107.9107277,1.35,2.77,0.580272318,0.691487438
Difference Sampling,93.33799126,103.851815,1.56,3.80,0.520604804,0.733981556
Difference Sampling,96.60135964,105.0706087,0.24,3.38,0.491293203,0.72027104
Difference Sampling,95.62897247,107.0005058,2.29,3.68,0.287713024,0.453237683
Difference Sampling,92.27044561,99.39943968,1.38,3.03,0.637124115,0.82736375
Difference Sampling,101.1653229,107.6782018,-0.49,0.68,0.525788619,0.671669035
Difference Sampling,96.62934853,106.3076203,-1.36,0.78,0.345629951,0.603459078
Difference Sampling,99.36910624,109.2392872,-0.50,3.47,0.479138245,0.6915235
Difference Sampling,98.27271679,105.7196381,1.96,5.46,0.51225526,0.730205856
Difference Sampling,97.17674416,106.4755253,1.17,2.68,0.584482815,0.810995597
Difference Sampling,97.2076263,110.0877193,1.56,4.17,0.46646848,0.660719398
Difference Sampling,94.64411825,101.2563,1.83,3.64,0.574187811,0.734741251
Difference Sampling,99.1352432,109.9915277,1.47,3.27,0.356583924,0.545240929
Difference Sampling,101.268825,114.7450863,3.47,5.23,0.590681768,0.676785954
Difference Sampling,97.83957488,108.7181396,2.15,4.07,0.352501992,0.471799525
Difference Sampling,101.7144463,113.3604422,0.47,2.22,0.586041904,0.747298295
Difference Sampling,97.87774384,107.7006293,1.62,2.20,0.315876615,0.44532746
Difference Sampling,98.52303368,107.0676729,1.04,2.22,0.379995469,0.605155229
Difference Sampling,101.8536137,113.5628469,1.77,4.23,0.785147047,0.901574431
Difference Sampling,101.3149387,111.9186059,-1.47,1.20,0.492265315,0.628566724
Difference Sampling,106.279238,118.2513658,0.85,3.49,0.633979155,0.743933894
Difference Sampling,102.8287111,117.6082782,1.57,2.81,0.433422292,0.538534207
Difference Sampling,97.83045371,108.5308108,2.24,3.17,0.360956927,0.607302537
Difference Sampling,101.3324041,108.9097988,0.33,2.40,0.444320036,0.544541435
Difference Sampling,98.58942497,109.7109381,0.75,1.95,0.394359258,0.545232405
Difference Sampling,99.62637044,111.2653276,1.40,2.86,0.661789467,0.837199748
Difference Sampling,98.53442211,109.5444888,1.55,2.80,0.263547477,0.419502135
Difference Sampling,102.1487416,112.1838909,-0.20,1.25,0.523042611,0.773705882
Difference Sampling,96.30502043,105.9177842,-0.95,1.75,0.652147666,0.754900059
Difference Sampling,104.6100901,113.6801656,2.09,4.82,0.508553623,0.630684353
Difference Sampling,98.05439647,108.1207709,-0.93,2.66,0.345295617,0.553073976
Difference Sampling,95.04528344,103.8010443,2.13,4.39,0.422775403,0.690202322
Difference Sampling,97.63606605,108.0297516,0.56,2.78,0.76312862,0.821222768
Difference Sampling,98.79782048,108.8531497,-0.28,1.83,0.566747732,0.719885216
Difference Sampling,98.707153,108.8845898,4.55,5.25,0.483239098,0.621759079
Difference Sampling,112.4633383,124.3019684,0.62,2.63,0.489578141,0.740148249
Difference Sampling,96.44052075,105.8626843,0.99,2.99,0.713430928,0.840762013
Difference Sampling,90.79888206,99.13852903,2.27,3.54,0.683417062,0.863727112
Difference Sampling,97.83249167,107.2553233,1.39,2.95,0.530961762,0.721813306
Difference Sampling,102.1265952,112.5631267,0.74,3.33,0.544479607,0.677678245
Difference Sampling,97.94160535,107.5669106,0.26,1.54,0.683467097,0.890938415
Difference Sampling,97.64106541,106.2105997,1.44,2.72,0.700947181,0.829867954
Difference Sampling,99.31099867,107.8471706,1.81,2.53,0.613534689,0.831676565
Difference Sampling,96.03238548,105.2414852,-0.03,2.39,0.67823317,0.829408048
Difference Sampling,101.2445619,111.4262438,2.14,3.32,0.409195266,0.596876248
Difference Sampling,102.5017357,111.328666,-0.34,2.74,0.656449736,0.774150448
Difference Sampling,103.3878672,113.7679006,0.30,1.92,0.413850537,0.78518466
Difference Sampling,101.9156908,110.8450004,2.04,3.24,0.391878356,0.544442382
Difference Sampling,94.97317298,103.9198343,2.26,4.23,0.410210745,0.579547965
Difference Sampling,99.34262306,108.5031691,0.45,3.41,0.613270435,0.846592927
Difference Sampling,98.79415147,106.2887992,-0.75,2.01,0.566173043,0.668657958
Difference Sampling,98.61589552,108.6042096,0.95,2.37,0.394594312,0.543438848
Difference Sampling,106.4569447,117.8218483,3.68,6.07,0.701773006,0.829948156
Difference Sampling,104.8973192,116.0720449,2.30,4.51,0.450371422,0.683406754
Difference Sampling,100.9387484,110.3093428,3.26,4.84,0.285844146,0.463299584
Difference Sampling,103.7359423,113.5949086,-0.24,2.28,0.573452022,0.768587933
Difference Sampling,98.20843461,109.5713467,4.10,4.97,0.587251945,0.7257093
Difference Sampling,98.93443962,109.284284,1.32,3.12,0.643991846,0.74892299
Difference Sampling,99.43046703,109.2777404,-1.93,0.99,0.586158244,0.738221067
Difference Sampling,102.0078784,109.8792881,3.47,4.70,0.513515613,0.617106375
Difference Sampling,105.0482553,117.3668675,1.94,3.09,0.690673977,0.869679383
Difference Sampling,96.99760465,107.0922801,-0.01,1.81,0.337946428,0.489787519
Difference Sampling,102.8832757,111.9158529,-0.74,2.05,0.595646532,0.796796171
Difference Sampling,97.93704,107.9820582,0.69,2.52,0.428517681,0.540419168
Difference Sampling,102.8214886,115.2382602,0.65,2.27,0.471313684,0.752255949
Difference Sampling,104.5920893,113.6294651,1.86,3.18,0.705754575,0.881040564
Difference Sampling,99.81129116,108.3803936,-2.93,0.16,0.518194647,0.732293796
Difference Sampling,98.254364,109.4991878,1.74,3.85,0.288722146,0.537732939
Difference Sampling,102.4657369,112.455678,2.09,4.39,0.50040942,0.662795593
Difference Sampling,102.2149565,111.4146868,1.75,2.90,0.704196746,0.787896743
Difference Sampling,99.82423016,110.6932053,3.32,5.74,0.838452135,0.891653889
Difference Sampling,96.44907239,104.4577396,1.78,4.15,0.34756011,0.670248102
Difference Sampling,98.84824098,107.0230552,0.10,2.64,0.323121279,0.488971816
Difference Sampling,96.01186792,105.9725575,1.86,3.51,0.1518876,0.286071457
Difference Sampling,100.116349,109.5401345,2.83,3.70,0.722697748,0.843344305
Difference Sampling,98.48707962,108.8761829,0.73,1.85,0.503701589,0.668348104
Difference Sampling,92.93236477,103.0747681,0.90,2.31,0.464976638,0.659382662
Difference Sampling,99.54754445,109.9246547,1.19,3.10,0.578765384,0.743706984
Difference Sampling,99.04560526,108.2917557,2.11,3.12,0.491944099,0.736921589
Difference Sampling,95.26979022,107.5249043,-0.76,1.13,0.522653133,0.653227281
Difference Sampling,100.7338841,110.8359569,0.21,4.01,0.648313782,0.827342939
Difference Sampling,100.2595501,111.8684131,-1.42,3.15,0.306279082,0.724262015
Difference Sampling,98.6893941,107.3391578,0.46,1.65,0.715375718,0.861125817
Difference Sampling,101.7336844,116.2639156,2.15,4.70,0.319011943,0.46802684
Difference Sampling,98.94895783,108.7505931,1.28,3.04,0.579699639,0.697857807
Difference Sampling,93.05251442,102.6312319,1.30,2.67,0.531832945,0.617840643
Difference Sampling,103.0718398,113.1324713,1.23,4.06,0.434468497,0.656292461
Difference Sampling,99.41971029,109.0167356,-0.43,1.28,0.353598894,0.558176427
Difference Sampling,98.72866556,108.7013647,0.44,1.79,0.620181208,0.695410181
Difference Sampling,98.5857153,108.4138763,0.04,2.56,0.48143947,0.641945561
Difference Sampling,99.24165002,107.6937418,1.64,3.55,0.562863522,0.691633661
Difference Sampling,109.919332,123.2595886,2.11,3.09,0.559027879,0.626791236
Difference Sampling,103.7599595,112.4577325,2.01,3.64,0.832850282,0.941378312
Difference Sampling,106.137183,114.1641663,-0.70,1.67,0.602272651,0.710530242
Difference Sampling,97.65459075,109.1693419,0.43,2.20,0.211179918,0.406500836
Difference Sampling,93.37959221,101.8786889,-0.78,1.85,0.325618062,0.465715478
Difference Sampling,99.63826659,111.2678443,1.68,3.46,0.610806471,0.745548394
Difference Sampling,104.7264238,112.6116663,1.11,1.62,0.621736189,0.798381737
Difference Sampling,103.0752705,114.7262107,2.53,5.23,0.603562191,0.807137087
Difference Sampling,101.3933442,111.7633799,0.55,1.96,0.40770193,0.584163499
Difference Sampling,102.2713048,110.2951724,3.15,4.84,0.53112555,0.68771094
Difference Sampling,95.84636742,109.9249232,1.79,3.89,0.743810616,0.854995423
Difference Sampling,99.35170727,110.8931285,2.61,4.85,0.791895061,0.932019306
Difference Sampling,96.23170432,105.6036062,1.59,3.46,0.646415483,0.783869465
Difference Sampling,102.7208954,113.8179813,1.84,4.00,0.547249255,0.735334354
Difference Sampling,93.25343068,100.153468,1.24,3.20,0.515755649,0.714251945
Difference Sampling,98.62773816,109.995103,3.01,4.08,0.772797735,0.857673512
Difference Sampling,97.88639723,105.7394205,-2.96,-1.32,0.513854018,0.694398276
Difference Sampling,96.72402644,107.6100751,0.24,2.43,0.705183334,0.835739096
Difference Sampling,99.39366576,111.3047549,-0.14,2.28,0.332209302,0.434661507
Difference Sampling,99.22820332,111.5021995,1.21,2.56,0.602617687,0.79838434
Difference Sampling,102.8101561,112.4396474,-1.25,1.32,0.631152628,0.804898539
Difference Sampling,95.91419972,104.624653,1.80,4.28,0.750765122,0.848322955
Difference Sampling,105.9548381,117.212171,1.23,2.97,0.705394622,0.770742422
Difference Sampling,96.94397409,104.8098552,4.74,5.60,0.500805212,0.74339327
Difference Sampling,100.4121858,108.535975,1.44,3.15,0.666870592,0.782533702
Difference Sampling,96.8959416,105.6904715,1.59,3.71,0.595251118,0.725052835
Difference Sampling,101.1035506,111.9516109,2.84,3.91,0.422394101,0.640577386
Difference Sampling,97.93579163,107.4090547,2.08,3.37,0.578278622,0.830242813
Difference Sampling,99.52572342,111.5208546,3.62,5.40,0.382757054,0.582569728
Difference Sampling,95.99274877,103.3360064,1.80,4.64,0.566951626,0.736009374
Difference Sampling,99.35620196,107.9991195,0.77,1.89,0.68234711,0.804064887
Difference Sampling,95.66863027,104.7081381,2.65,3.54,0.623727896,0.76768841
Difference Sampling,100.1821772,110.6033695,2.66,3.58,0.355741438,0.503389637
Difference Sampling,102.8603214,115.4687232,0.43,2.87,0.51643891,0.615412312
Difference Sampling,99.82761291,109.5511194,-0.61,1.72,0.369615415,0.611932322
Difference Sampling,95.90418159,103.2566123,0.50,3.38,0.599713319,0.685385494
Difference Sampling,100.8504028,111.4183008,0.65,2.29,0.452800747,0.595633818
Difference Sampling,95.37872985,104.9067267,-1.80,1.92,0.509744889,0.675270996
Difference Sampling,100.966736,111.6935052,0.49,1.76,0.733491855,0.798841807
Difference Sampling,95.04207347,103.101649,1.32,2.86,0.381389271,0.529519332
Difference Sampling,101.3991171,110.098436,-2.00,2.01,0.461369808,0.637321791
Difference Sampling,99.08383725,110.369862,3.33,4.53,0.73457955,0.837618201
Difference Sampling,98.19327895,109.8746379,1.10,2.81,0.717620447,0.879360396
Difference Sampling,97.1150515,106.1126432,1.99,3.73,0.48431569,0.683698939
Difference Sampling,103.3756691,112.1271416,1.92,3.59,0.580195273,0.72511785
Difference Sampling,98.36084898,109.0087512,1.74,3.64,0.638939223,0.782238336
Difference Sampling,104.3559204,113.4909446,0.28,4.19,0.486355756,0.710224774
Difference Sampling,97.77466822,105.429108,3.02,5.74,0.456502667,0.523187041
Difference Sampling,102.3646697,111.336283,4.79,5.55,0.50260905,0.609943079
Difference Sampling,101.5366595,110.2266571,0.27,1.79,0.767124489,0.837064735
Difference Sampling,95.12277437,104.3135783,3.95,5.46,0.542477002,0.668975457
Difference Sampling,101.2272541,111.9887515,0.74,2.34,0.490301752,0.609095342
Difference Sampling,100.6199876,110.2428269,0.25,3.09,0.636883926,0.712141633
Difference Sampling,104.2479221,115.093792,1.51,2.70,0.793211764,0.848601777
Difference Sampling,106.434399,115.1052242,-1.34,1.64,0.347011041,0.469637709
Difference Sampling,100.2975028,109.4168116,-0.25,1.56,0.418895626,0.617888095
Difference Sampling,101.8914585,111.0782523,-0.21,1.37,0.656575495,0.785053601
Difference Sampling,100.5360347,109.3021951,1.26,2.77,0.542820032,0.841089399
Difference Sampling,102.7527823,113.3589778,-0.43,2.89,0.603492647,0.749943438
Difference Sampling,101.5740949,110.9110215,2.07,2.77,0.686271629,0.826101649
Difference Sampling,96.9891479,106.1927634,3.00,4.65,0.768894707,0.849217379
Difference Sampling,106.6549212,119.4279356,2.21,4.21,0.479066395,0.645572127
Difference Sampling,100.0574909,110.6277918,2.50,4.45,0.601506747,0.754534697
Difference Sampling,102.9456058,111.2793923,0.49,3.13,0.617857575,0.68807475
Difference Sampling,103.9893663,115.4575824,-0.38,3.51,0.454447428,0.657204249
Difference Sampling,102.5890175,111.5239847,2.10,3.21,0.776114194,0.915017244
Difference Sampling,100.5104828,110.5043008,1.66,3.25,0.580023605,0.847339536
Difference Sampling,101.9418604,112.9952284,2.14,3.55,0.532157775,0.643156262
Difference Sampling,101.0460452,117.43229,-0.94,2.70,0.407146554,0.53862317
Difference Sampling,107.3711421,117.886894,2.44,4.90,0.675370647,0.790505462
Difference Sampling,100.8862186,107.5981319,1.96,4.09,0.439869043,0.636423593
Difference Sampling,95.67881651,105.4857868,-0.04,1.74,0.801387696,0.933064872
Difference Sampling,101.6770844,109.2401865,1.61,4.15,0.702400003,0.867117681
Difference Sampling,102.5286406,115.1612734,1.24,3.44,0.41590752,0.671539971
Difference Sampling,99.41884084,112.0260592,3.53,4.44,0.445978736,0.554247423
Difference Sampling,102.4946432,111.7009593,2.81,5.34,0.69924627,0.809512816
Difference Sampling,102.6557095,112.4957177,0.53,3.00,0.897361279,0.947953729
Difference Sampling,94.79909144,104.5208378,1.83,3.03,0.392526665,0.664534074
Difference Sampling,98.74473109,106.5644176,1.54,3.83,0.632620424,0.79107848
Difference Sampling,105.5727406,114.6235389,2.12,4.28,0.657711719,0.817269879
Difference Sampling,105.0661994,117.128831,-1.01,2.33,0.43207862,0.623423693
Difference Sampling,99.8771077,107.4967664,2.52,3.46,0.403248516,0.663359627
Difference Sampling,100.8475766,110.7189053,-1.34,0.08,0.475140068,0.660734648
Difference Sampling,100.9521392,108.5251099,0.20,3.33,0.677960421,0.789017344
Difference Sampling,105.7031752,117.505845,0.13,2.38,0.578038907,0.785664067
Difference Sampling,96.15479876,105.7567673,0.02,2.72,0.458186723,0.624350926
Difference Sampling,97.08876168,107.2724558,0.58,2.74,0.48657719,0.624700791
Difference Sampling,97.52229573,107.619519,0.19,2.16,0.365125378,0.532301898
Difference Sampling,97.40416946,107.0555703,2.44,4.54,0.201548918,0.499078978
Difference Sampling,97.95892456,105.4796205,1.09,4.27,0.788725516,0.95196286
Difference Sampling,102.5702143,110.9878629,-0.98,2.81,0.75874082,0.847825788
Difference Sampling,94.27600155,102.2969481,0.53,2.39,0.506807155,0.673942071
Difference Sampling,101.5483802,109.8840347,0.67,3.14,0.518690738,0.744377674
Difference Sampling,97.42965169,105.137952,-2.72,0.58,0.437563647,0.753452306
Difference Sampling,100.9227334,110.3192888,0.17,1.53,0.710916738,0.826129869
Difference Sampling,102.6295888,112.1279325,2.92,5.40,0.358821064,0.482036573
Difference Sampling,102.1557024,112.1456843,-1.05,2.23,0.48541934,0.700737694
Difference Sampling,100.9422942,111.8535811,1.45,2.81,0.495979415,0.669227097
Difference Sampling,102.4670915,114.426436,0.79,2.66,0.582162814,0.659821216
Difference Sampling,101.8645847,115.6000423,1.70,3.24,0.303312155,0.521054744
Difference Sampling,98.18247871,106.1622241,1.96,3.45,0.697882044,0.861295521
Difference Sampling,101.2585409,109.601036,1.35,3.04,0.544380942,0.695642309
Difference Sampling,101.9311643,114.218956,1.09,2.20,0.583795273,0.779545513
Difference Sampling,95.74516601,107.7177352,-0.03,1.91,0.617368522,0.70214453
Difference Sampling,101.9474046,109.8779109,1.64,2.89,0.612262886,0.783522242
Difference Sampling,100.0876872,109.5485906,0.72,2.44,0.452180037,0.593442142
Difference Sampling,102.4457298,110.928808,2.83,4.24,0.413246353,0.684806235
Difference Sampling,96.03389553,103.9457084,2.37,4.61,0.579862385,0.708780265
Difference Sampling,97.50051458,105.0317664,2.39,3.51,0.334830129,0.606259696
Difference Sampling,99.3553755,111.516798,2.33,3.89,0.470311556,0.71641951
Difference Sampling,104.2898094,113.1216771,-0.10,1.50,0.38805682,0.58871255
Difference Sampling,102.5706804,111.1166471,2.19,3.25,0.694448877,0.796947898
Difference Sampling,94.6985679,104.0195014,-0.58,1.28,0.436397839,0.559511355
Difference Sampling,100.1285717,107.0867694,-0.05,3.28,0.517346361,0.68690444
Difference Sampling,100.8932884,110.261461,-1.42,1.78,0.499333439,0.683970156
Difference Sampling,94.02418468,103.682189,-1.24,2.10,0.52273805,0.681752769
Difference Sampling,99.48532565,109.6226506,2.08,3.78,0.674488192,0.837753599
Difference Sampling,102.9917704,112.4104098,-0.62,1.34,0.494101229,0.680199156
Difference Sampling,98.32144588,106.9206321,2.81,4.31,0.315432344,0.421137764
Difference Sampling,104.2767176,115.7561789,2.51,4.86,0.375129814,0.496998656
Difference Sampling,98.5486194,107.842888,2.78,3.95,0.492177658,0.657618068
Difference Sampling,100.5106388,107.4947151,5.11,7.15,0.21990616,0.443313248
Difference Sampling,104.0318135,112.7639902,3.62,4.95,0.60602219,0.729553267
Difference Sampling,101.0120309,110.545671,1.43,3.86,0.557316323,0.68817777
Difference Sampling,98.39539092,108.4602896,0.88,2.81,0.489181685,0.733641675
Difference Sampling,107.1989177,116.6002884,-0.47,1.78,0.521512355,0.621530109
Difference Sampling,101.0175441,109.1621875,1.48,3.70,0.27867344,0.527410615
Difference Sampling,96.81368423,106.9588144,0.49,3.08,0.659311251,0.7454977
Difference Sampling,107.0623693,115.2137217,2.58,4.23,0.437026534,0.502888284
